
d_meritional;Meritional;;;;;;;;;;;;;
b_bareto;Bareto;;;;;;;;;;;;;
b_citsini;Citsini;;;;;;;;;;;;;
b_necinta;Necinta;;;;;;;;;;;;;
b_cuggiono;Cuggiono;;;;;;;;;;;;;
b_pescantina;Pescantina;;;;;;;;;;;;;

c_ramevi;Ramevi;;;;;;;;;;;;;
c_ramevi_adj;Ramevi;;;;;;;;;;;;;
c_tisto;Tisto;;;;;;;;;;;;;
c_tisto_adj;Tisto;;;;;;;;;;;;;
c_stratsa;Stratsa;;;;;;;;;;;;;
c_stratsa_adj;Stratsa;;;;;;;;;;;;;
c_virggola;Virggola;;;;;;;;;;;;;
c_virggola_adj;Virggola;;;;;;;;;;;;;
c_sottosopral;Sottosopral;;;;;;;;;;;;;
c_sottosopral_adj;Sottosopral;;;;;;;;;;;;;
c_senzascogliere;Senzascogliere;;;;;;;;;;;;;
c_senzascogliere_adj;Senzascogliere;;;;;;;;;;;;;
c_piccofiume;Piccofiume;;;;;;;;;;;;;
c_piccofiume_adj;Piccofiume;;;;;;;;;;;;;
c_tistoveste;Tistoveste;;;;;;;;;;;;;
c_tistoveste_adj;Tistoveste;;;;;;;;;;;;;
c_dolcicolline;Dolcicolline;;;;;;;;;;;;;
c_dolcicolline_adj;Dolcicolline;;;;;;;;;;;;;
c_merkkantia;Merkkantia;;;;;;;;;;;;;
c_merkkantia_adj;Merkkantia;;;;;;;;;;;;;
c_merkkani;Merkkani;;;;;;;;;;;;;
c_merkkani_adj;Merkkani;;;;;;;;;;;;;
c_pikksilia;Pikksilia;;;;;;;;;;;;;
c_pikksilia_adj;Pikksilia;;;;;;;;;;;;;
c_lucente;Lucente;;;;;;;;;;;;;
c_lucente_adj;Lucente;;;;;;;;;;;;;
c_meraviglia;Meraviglia;;;;;;;;;;;;;
c_meraviglia_adj;Meraviglia;;;;;;;;;;;;;
c_barlezia;Barlezia;;;;;;;;;;;;;
c_barlezia_adj;Barlezia;;;;;;;;;;;;;
c_pragetto;Pragetto;;;;;;;;;;;;;
c_pragetto_adj;Pragetto;;;;;;;;;;;;;
c_pietrina;Pietrina;;;;;;;;;;;;;
c_pietrina_adj;Pietrina;;;;;;;;;;;;;
c_gatti;Gatti;;;;;;;;;;;;;
c_gatti_adj;Gatti;;;;;;;;;;;;;
c_collionovastre;Collionovastre;;;;;;;;;;;;;
c_collionovastre_adj;Collionovastre;;;;;;;;;;;;;
c_grandistazza;Grandistazza;;;;;;;;;;;;;
c_grandistazza_adj;Grandistazza;;;;;;;;;;;;;
c_argillabene;Argillabene;;;;;;;;;;;;;
c_argillabene_adj;Argillabene;;;;;;;;;;;;;
c_beltempo;Beltempo;;;;;;;;;;;;;
c_beltempo_adj;Beltempo;;;;;;;;;;;;;
c_minierdisale;Minierdisale;;;;;;;;;;;;;
c_minierdisale_adj;Minierdisale;;;;;;;;;;;;;
c_kaduteblue;Kaduteblue;;;;;;;;;;;;;
c_kaduteblue_adj;Kaduteblue;;;;;;;;;;;;;
c_citsini;Citsini;;;;;;;;;;;;;
c_citsini_adj;Citsini;;;;;;;;;;;;;
c_necinta;Necinta;;;;;;;;;;;;;
c_necinta_adj;Necinta;;;;;;;;;;;;;
c_encia;Encia;;;;;;;;;;;;;
c_encia_adj;Encia;;;;;;;;;;;;;
c_prasinfio;Prasinfio;;;;;;;;;;;;;
c_prasinfio_adj;Prasinfio;;;;;;;;;;;;;

PROV1;Ramevi;;;;;;;;;;;;;
PROV2;Tisto;;;;;;;;;;;;;
PROV3;Stratsa;;;;;;;;;;;;;
PROV4;Virggola;;;;;;;;;;;;;
PROV5;Sottosopral;;;;;;;;;;;;;
PROV6;Senzascogliere;;;;;;;;;;;;;
PROV7;Piccofiume;;;;;;;;;;;;;
PROV8;Tistoveste;;;;;;;;;;;;;
PROV9;Dolcicolline;;;;;;;;;;;;;
PROV10;Merkkantia;;;;;;;;;;;;;
PROV11;Merkkani;;;;;;;;;;;;;
PROV12;Pikksilia;;;;;;;;;;;;;
PROV13;Lucente;;;;;;;;;;;;;
PROV14;Meraviglia;;;;;;;;;;;;;
PROV15;Barlezia;;;;;;;;;;;;;
PROV16;Pragetto;;;;;;;;;;;;;
PROV17;Pietrina;;;;;;;;;;;;;
PROV18;Gatti;;;;;;;;;;;;;
PROV19;Collionovastre;;;;;;;;;;;;;
PROV20;Grandistazza;;;;;;;;;;;;;
PROV21;Argillabene;;;;;;;;;;;;;
PROV22;Beltempo;;;;;;;;;;;;;
PROV23;Minierdisale;;;;;;;;;;;;;
PROV24;Kaduteblue;;;;;;;;;;;;;
PROV25;Citsini;;;;;;;;;;;;;
PROV26;Necinta;;;;;;;;;;;;;
PROV27;Encia;;;;;;;;;;;;;
PROV28;Prasinfio;;;;;;;;;;;;;
PROV29;;;;;;;;;;;;;;
PROV30;;;;;;;;;;;;;;
PROV31;;;;;;;;;;;;;;
PROV32;;;;;;;;;;;;;;
PROV33;;;;;;;;;;;;;;
PROV34;;;;;;;;;;;;;;
PROV35;;;;;;;;;;;;;;
PROV36;;;;;;;;;;;;;;
PROV37;;;;;;;;;;;;;;
PROV38;;;;;;;;;;;;;;
PROV39;;;;;;;;;;;;;;
PROV40;;;;;;;;;;;;;;
PROV41;;;;;;;;;;;;;;
PROV42;;;;;;;;;;;;;;
PROV43;;;;;;;;;;;;;;
PROV44;Pietra;;;;;;;;;;;;;
PROV45;;;;;;;;;;;;;;
PROV46;;;;;;;;;;;;;;
PROV47;;;;;;;;;;;;;;
PROV48;;;;;;;;;;;;;;
PROV49;;;;;;;;;;;;;;
PROV50;;;;;;;;;;;;;;
PROV51;;;;;;;;;;;;;;
PROV52;;;;;;;;;;;;;;
PROV53;;;;;;;;;;;;;;
